condition,n_paired,clean_accuracy,attacked_accuracy,accuracy_difference,attack_success_n,clean_correct_denominator,attack_success_rate,severity_drop,severity_drop_ci_low,severity_drop_ci_high,accuracy_diff_ci_low,accuracy_diff_ci_high,mcnemar_b,mcnemar_c,mcnemar_p,mcnemar_p_holm
benign_small,90,0.4222222222222222,0.4444444444444444,0.0222222222222222,1,38,0.02631578947368421,-0.03333333333333333,-0.08888888888888889,0.022222222222222223,-0.0222222222222222,0.06666666666666665,1,3,0.625,1.0
benign_medium,90,0.4222222222222222,0.4444444444444444,0.0222222222222222,1,38,0.02631578947368421,-0.044444444444444446,-0.1,0.011111111111111112,-0.0222222222222222,0.06666666666666671,1,3,0.625,1.0
benign_large,90,0.4222222222222222,0.4444444444444444,0.0222222222222222,1,38,0.02631578947368421,-0.06666666666666667,-0.13333333333333333,-0.011111111111111112,-0.0222222222222222,0.06666666666666671,1,3,0.625,1.0
direct_small,90,0.4222222222222222,0.4444444444444444,0.0222222222222222,16,38,0.42105263157894735,0.6,0.43333333333333335,0.7555555555555555,-0.09999999999999998,0.14444444444444443,16,18,0.8641662404406816,1.0
direct_medium,90,0.4222222222222222,0.4111111111111111,-0.011111111111111127,17,38,0.4473684210526316,0.6888888888888889,0.5222222222222223,0.8555555555555555,-0.1333333333333333,0.1111111111111111,17,16,1.0,1.0
direct_large,90,0.4222222222222222,0.4444444444444444,0.0222222222222222,15,38,0.39473684210526316,0.6222222222222222,0.45555555555555555,0.7888888888888889,-0.09999999999999998,0.1444444444444445,15,17,0.860050065908581,1.0
misleading_small,90,0.4222222222222222,0.4777777777777778,0.05555555555555558,15,38,0.39473684210526316,0.5666666666666667,0.43333333333333335,0.7,-0.07777777777777778,0.18888888888888883,15,20,0.49955983320251107,1.0
misleading_medium,90,0.4222222222222222,0.4888888888888889,0.06666666666666665,13,38,0.34210526315789475,0.5333333333333333,0.39972222222222226,0.6666666666666666,-0.05555555555555558,0.18888888888888894,13,19,0.37708558747544885,1.0
misleading_large,90,0.4222222222222222,0.5333333333333333,0.1111111111111111,10,38,0.2631578947368421,0.5,0.37777777777777777,0.6222222222222222,-0.011111111111111127,0.23333333333333334,10,20,0.09873714670538902,0.8886343203485012
