model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
gemini_2_5_flash,gemini-2.5-flash,120,120,1.0,0.4583333333333333,0.4551135005973716,0.6666666666666666,55,0.41509433962264153,0.55,0.4731182795698925,22,0.34375,0.275,0.3055555555555556,11,0.6285714285714286,0.55,0.5866666666666667,22,33,"[[22,15,3],[19,11,10],[12,6,22]]"
