model,model_id,ablation,semantics,variant_order,downward_pattern,count,denominator,proportion,monotonic_nondecreasing
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,direct,simple|news|camouflage,000,18,31,0.5806451612903226,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,direct,simple|news|camouflage,100,3,31,0.0967741935483871,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,direct,simple|news|camouflage,110,6,31,0.1935483870967742,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,direct,simple|news|camouflage,111,4,31,0.12903225806451613,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,misleading,simple|news|camouflage,000,23,31,0.7419354838709677,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,misleading,simple|news|camouflage,010,2,31,0.06451612903225806,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,misleading,simple|news|camouflage,100,1,31,0.03225806451612903,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,misleading,simple|news|camouflage,110,2,31,0.06451612903225806,
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,style,misleading,simple|news|camouflage,111,3,31,0.0967741935483871,
