model,model_id,ablation,condition_a,condition_b,contrast,n_paired_eligible,rate_a,rate_b,risk_difference_b_minus_a,ci_low,ci_high,a_only,b_only,discordant_n,mcnemar_p,mcnemar_p_holm
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,text,direct_label,direct_natural,exact_label_token_vs_natural_language_target,37,0.13513513513513514,0.13513513513513514,0.0,-0.08108108108108109,0.08108108108108109,1,1,2,1.0,1.0
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,text,misleading_plain,misleading_authority,plain_vs_authority_framed_claim,37,0.13513513513513514,0.13513513513513514,0.0,-0.08108108108108109,0.08108108108108109,1,1,2,1.0,1.0
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,text,direct_natural,misleading_plain,imperative_vs_declarative_natural_language,37,0.13513513513513514,0.13513513513513514,0.0,-0.08108108108108109,0.08108108108108109,1,1,2,1.0,1.0
