model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,720,720,1.0,0.5569444444444445,0.5493974737955197,0.5486111111111112,401,0.5182724252491694,0.65,0.5767097966728281,156,0.49142857142857144,0.35833333333333334,0.4144578313253013,86,0.6516393442622951,0.6625,0.6570247933884298,159,245,"[[156,70,14],[83,86,71],[62,19,159]]"
