model,model_id,ablation,condition,variant,n_paired_parsed,downward_asr_n,downward_asr_denominator,downward_asr,downward_asr_ci_low,downward_asr_ci_high,severity_drop_all,severity_drop_clean_correct,severity_drop_target_eligible,generic_asr_n,generic_asr_denominator,generic_asr,benign_condition,benign_downward_asr,malicious_minus_benign_downward,paired_bootstrap_ci_low,paired_bootstrap_ci_high,paired_mcnemar_p,paired_mcnemar_p_holm
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct_simple,simple,120,18,32,0.5625,0.3932559113685198,0.7183466888495963,0.5166666666666667,0.5178571428571429,0.90625,20,56,0.35714285714285715,benign_simple,0.0,0.5625,0.375,0.71875,7.62939453125e-06,2.288818359375e-05
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct_news,news,120,11,32,0.34375,0.20410437924433172,0.5168891202103778,0.35,0.30357142857142855,0.53125,11,56,0.19642857142857142,benign_news,0.03125,0.3125,0.15625,0.46875,0.001953125,0.00390625
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct_camouflage,camouflage,120,5,32,0.15625,0.0686442028250571,0.3175414959753039,0.20833333333333334,0.125,0.21875,6,56,0.10714285714285714,benign_camouflage,0.03125,0.125,0.03125,0.25,0.125,0.125
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading_simple,simple,120,4,32,0.125,0.04970134387480073,0.2806830548165022,0.15833333333333333,0.07142857142857142,0.125,4,56,0.07142857142857142,benign_simple,0.0,0.125,0.03125,0.25,0.125,0.25
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading_news,news,120,6,32,0.1875,0.08889544689565954,0.3530915520137596,0.175,0.10714285714285714,0.1875,7,56,0.125,benign_news,0.03125,0.15625,0.03125,0.28125,0.0625,0.1875
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading_camouflage,camouflage,120,3,32,0.09375,0.032401551298366194,0.24218154728387864,0.075,0.05357142857142857,0.09375,3,56,0.05357142857142857,benign_camouflage,0.03125,0.0625,0.0,0.15625,0.5,0.5
