model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,120,120,1.0,0.4666666666666667,0.4541569541569541,0.6666666666666666,56,0.42857142857142855,0.6,0.5,24,0.34615384615384615,0.225,0.27272727272727276,9,0.6052631578947368,0.575,0.5897435897435896,23,32,"[[24,12,4],[20,9,11],[12,5,23]]"
