model,model_id,ablation,semantics,condition_a,condition_b,n_paired_eligible,downward_rate_a,downward_rate_b,downward_risk_difference_b_minus_a,downward_risk_difference_ci_low,downward_risk_difference_ci_high,severity_drop_difference_b_minus_a,severity_drop_difference_ci_low,severity_drop_difference_ci_high,a_only_downward,b_only_downward,discordant,mcnemar_p,mcnemar_p_holm
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct,direct_simple,direct_news,32,0.5625,0.34375,-0.21875,-0.40625,-0.03125,-0.375,-0.75,-0.03125,9,2,11,0.0654296875,0.130859375
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct,direct_simple,direct_camouflage,32,0.5625,0.15625,-0.40625,-0.59375,-0.21875,-0.6875,-1.0625,-0.3125,14,1,15,0.0009765625,0.0029296875
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,direct,direct_news,direct_camouflage,32,0.34375,0.15625,-0.1875,-0.34375,-0.03125,-0.3125,-0.59375,-0.03125,7,1,8,0.0703125,0.130859375
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading,misleading_simple,misleading_news,32,0.125,0.1875,0.0625,-0.0625,0.1875,0.0625,-0.09375,0.25,1,3,4,0.625,1.0
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading,misleading_simple,misleading_camouflage,32,0.125,0.09375,-0.03125,-0.09375,0.0,-0.03125,-0.09375,0.0,1,0,1,1.0,1.0
qwen36_27b_bf16__gcp_a100,Qwen/Qwen3.6-27B,style,misleading,misleading_news,misleading_camouflage,32,0.1875,0.09375,-0.09375,-0.21875,0.0,-0.09375,-0.25,0.03125,3,0,3,0.25,0.75
