model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
qwen38_27b_bf16__gcp_a100,Qwen/Qwen3.8-27B,120,120,1.0,0.475,0.47203631473294383,0.6333333333333333,57,0.4489795918367347,0.55,0.4943820224719101,22,0.35294117647058826,0.3,0.3243243243243243,12,0.6216216216216216,0.575,0.5974025974025973,23,35,"[[22,15,3],[17,12,11],[10,7,23]]"
