model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,720,720,1.0,0.5027777777777778,0.48571189395405184,0.5777777777777777,362,0.5179282868525896,0.5416666666666666,0.529531568228106,130,0.42574257425742573,0.7166666666666667,0.5341614906832298,172,0.9230769230769231,0.25,0.39344262295081966,60,232,"[[130,109,1],[64,172,4],[57,123,60]]"
