model,model_id,n,n_parsed,parse_rate,accuracy,macro_f1,mean_absolute_severity_error,clean_correct_total,little_precision,little_recall,little_f1,clean_correct_little,mild_precision,mild_recall,mild_f1,clean_correct_mild,severe_precision,severe_recall,severe_f1,clean_correct_severe,clean_correct_mild_or_severe,confusion_matrix
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,60,60,1.0,0.5333333333333333,0.5153864223631666,0.55,32,0.5,0.6,0.5454545454545454,12,0.38461538461538464,0.25,0.30303030303030304,5,0.6521739130434783,0.75,0.6976744186046512,15,20,"[[12,5,3],[10,5,5],[2,3,15]]"
