model,model_id,ablation,semantics,condition_a,condition_b,n_paired_eligible,downward_rate_a,downward_rate_b,downward_risk_difference_b_minus_a,downward_risk_difference_ci_low,downward_risk_difference_ci_high,severity_drop_difference_b_minus_a,severity_drop_difference_ci_low,severity_drop_difference_ci_high,a_only_downward,b_only_downward,discordant,mcnemar_p,mcnemar_p_holm
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,direct,direct_simple,direct_news,37,0.8108108108108109,0.8378378378378378,0.027027027027026973,-0.05405405405405406,0.1351351351351351,0.027027027027026973,-0.10810810810810811,0.18918918918918926,1,2,3,1.0,1.0
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,direct,direct_simple,direct_camouflage,37,0.8108108108108109,0.21621621621621623,-0.5945945945945946,-0.7567567567567568,-0.4324324324324324,-1.0,-1.2972972972972971,-0.7027027027027026,22,0,22,4.76837158203125e-07,9.5367431640625e-07
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,direct,direct_news,direct_camouflage,37,0.8378378378378378,0.21621621621621623,-0.6216216216216216,-0.7837837837837838,-0.45945945945945943,-1.027027027027027,-1.3243243243243241,-0.7297297297297298,23,0,23,2.384185791015625e-07,7.152557373046875e-07
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,misleading,misleading_simple,misleading_news,37,0.24324324324324326,0.2972972972972973,0.05405405405405406,-0.08108108108108109,0.1891891891891892,0.08108108108108109,-0.05405405405405406,0.24324324324324326,2,4,6,0.6875,0.6875
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,misleading,misleading_simple,misleading_camouflage,37,0.24324324324324326,0.16216216216216217,-0.08108108108108109,-0.1891891891891892,0.0,-0.08108108108108109,-0.1891891891891892,0.0,3,0,3,0.25,0.5
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,style,misleading,misleading_news,misleading_camouflage,37,0.2972972972972973,0.16216216216216217,-0.13513513513513514,-0.2702702702702703,0.0,-0.16216216216216217,-0.32432432432432434,-0.02702702702702703,6,1,7,0.125,0.375
